Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,Ratings.Internet Movie Database,Ratings.Rotten Tomatoes,Ratings.Metacritic
"Shea Whigham, Jonathan Scarfe, Michael Rothhaar, Katheryn Winnick",,"$169,298 ",USA,7-Oct-14,John Alan Simon,,"Drama, Sci-Fi",English,35,"Berkeley record store clerk Nick Brady (Jonathan Scarfe) begins to experience strange visions from an entity he calls VALIS that cause him to uproot his family and move to Los Angeles where he becomes a successful music company executive. With the help of best friend, science-fiction writer Philip K. Dick himself (Shea Whigam) and a mysterious woman named Silvia (Alanis Morissette), Nick finds himself drawn into a dangerous political-mystical conspiracy of cosmic proportions. The story is set in an alternate reality America circa 1985 under the authoritarian control of President Fremont, a Nixon-like clone (Scott Wilson).",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NjU4MTYyN15BMl5BanBnXkFtZTgwMjY2ODU5MTE@._V1_SX300.jpg,Freestyle Releasing,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",27-Jun-14,TRUE,111 min,Radio Free Albemuth,movie,http://www.radiofreealbemuth.com/,"John Alan Simon (screenplay), Philip K. Dick (novel)",2010,tt1129396,5.8,"1,294",,0.58,0.36,0.35
"Paul Rudd, Amy Poehler, Bill Hader, Ellie Kemper",,,USA,2-Sep-14,David Wain,,"Comedy, Romance",English,60,A small business owner is about to lose her shop to a major corporate development.,https://m.media-amazon.com/images/M/MV5BMTkzNzA2Nzc1Ml5BMl5BanBnXkFtZTgwNzcwNzk3MTE@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",5-Sep-14,TRUE,83 min,They Came Together,movie,http://www.lionsgate.com/movies/theycametogether/,"Michael Showalter, David Wain",2014,tt2398249,5.5,"19,248",,0.55,0.7,0.6
"Dorman Dye, Joe Manganiello, Randy Ricks, Dawn Rochelle",,,USA,,Joe Manganiello,,Documentary,English,55,"Joe Manganiello (Magic Mike) steps behind the camera for LA BARE, a documentary film that goes behind the curtain, behind the stage and behind the magic of the world's most popular male strip club - La Bare Dallas. Featuring a unique ensemble of the club's most popular dancers, LA BARE takes a provocative look into their rock 'n' roll lifestyle and offers a front row seat to their lives, loves, laughs and losses.",https://m.media-amazon.com/images/M/MV5BMTU5MTAxMTQ2M15BMl5BanBnXkFtZTgwNDMzNjYzMjE@._V1_SX300.jpg,Main Street Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",9-Dec-17,TRUE,91 min,La Bare,movie,http://www.mainstreetfilms.net/films/coming-soon/la-bare/,,2014,tt3385398,6,352,,0.6,0.78,0.55
"Kyrre Hellum, Mads Ousdal, Henrik Mestad, Arthur Berning",1 nomination.,,Norway,25-Aug-14,Magnus Martens,,"Action, Comedy, Crime","Norwegian, Swedish",43,"Terrified and bloody, Oscar Svendsen awakes clinched to a shotgun in a strippers joint. Around him 8 dead men, and police aiming at him. To Oscar it's clear that he is innocent. It all started when four chaps won 1,7 million on the pools...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyMTg2MTgwMV5BMl5BanBnXkFtZTgwMDQ1NTcwMjE@._V1_SX300.jpg,Music Box Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",27-Jun-14,TRUE,90 min,Jackpot,movie,http://www.musicboxfilms.com/jackpot-movies-92.php,"Magnus Martens (screenplay), Jo Nesbø (story)",2011,tt1809231,6.6,"2,716",,0.66,0.63,0.43
"Chris Evans, Kang-ho Song, Ed Harris, John Hurt",33 wins & 103 nominations.,"$2,786,828 ","South Korea, Czech Republic",21-Oct-14,Joon-ho Bong,,"Action, Drama, Sci-Fi","English, Korean, French, Japanese, Czech, German",84,"Set in 2031, the entire world is frozen except for those aboard the Snowpiercer. For 17 years, the world's survivors are on a train hurtling around the globe creating their own economy and class system. Led by Curtis, a group of lower-class citizens living in squalor at the back of the train are determined to get to the front of the train and spread the wealth around. Each section of the train holds new surprises for the group who have to battle their way through. A revolution is underway.",https://m.media-amazon.com/images/M/MV5BOTdjM2NmZTgtYTFlMS00ZWE1LWExNzItZWEyZGE3NjE3OWQ5XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Radius-TWC,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",11-Jul-14,TRUE,126 min,Snowpiercer,movie,http://snowpiercer-film.com/,"Joon-ho Bong (screenplay), Kelly Masterson (screenplay), Joon-ho Bong (screen story), Jacques Lob (based on Le Transperceneige by), Benjamin Legrand (based on Le Transperceneige by), Jean-Marc Rochette (based on Le Transperceneige by)",2013,tt1706620,7,"223,762",,0.7,0.94,0.84
"Lea Thompson, Nancy Allen, Timothy Stack, Blake Boyd",1 win & 1 nomination.,,USA,27-Oct-14,Leslie Zemeckis,,Documentary,English,68,"This remarkable documentary tells the amazing story of Daisy and Violet Hilton, conjoined twins who rose to superstardom at the beginning of the 20th century as sideshow attractions, performing alongside the likes of Bob Hope and Charlie Chaplin. Ruthlessly exploited by their managers, the sisters ultimately sued for their freedom-which they won at a terrible cost. Bound By Flesh puts a touchingly human face on two outsiders who went from the lowest rungs of society to the big time and back again.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NjU2MzkyNl5BMl5BanBnXkFtZTgwMzUzMjA4MTE@._V1_SX300.jpg,Sundance Selects,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",19-Oct-12,TRUE,95 min,Bound by Flesh,movie,http://www.boundbyflesh.com/,Leslie Zemeckis,2012,tt2357003,6.5,401,,0.65,0.94,0.68
"James Corden, Keira Knightley, Mark Ruffalo, Hailee Steinfeld",Nominated for 1 Oscar. Another 4 wins & 16 nominations.,"$12,078,174 ",USA,28-Oct-14,John Carney,,"Comedy, Drama, Music",English,62,"Gretta (Keira Knightley) and her long-time boyfriend Dave (Adam Levine) are college sweethearts and songwriting partners who decamp for New York when he lands a deal with a major label. But the trappings of his new-found fame soon tempt Dave to stray, and a reeling, lovelorn Gretta is left on her own. Her world takes a turn for the better when Dan (Mark Ruffalo), a disgraced record-label exec, stumbles upon her performing on an East Village stage and is immediately captivated by her raw talent. From this chance encounter emerges an enchanting portrait of a mutually transformative collaboration, set to the soundtrack of a summer in New York City.",https://m.media-amazon.com/images/M/MV5BNjAxMTI4MTgzMV5BMl5BanBnXkFtZTgwOTAwODEwMjE@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",11-Jul-14,TRUE,104 min,Begin Again,movie,http://beginagainfilm.com/,John Carney,2013,tt1980929,7.4,"123,682",,0.74,0.82,0.62
"Pierre Niney, Guillaume Gallienne, Charlotte Le Bon, Laura Smet",2 wins & 7 nominations.,,"France, Belgium",,Jalil Lespert,,"Biography, Drama","French, English, Russian, Arabic, Japanese",51,"A look at the life of French designer Yves Saint Laurent from the beginning of his career in 1958 when he met his lover and business partner, Pierre Berge.",https://ia.media-imdb.com/images/M/MV5BMjE3NDE1NDAyOF5BMl5BanBnXkFtZTgwMDg0NDQ0MTE@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",8-Jan-14,TRUE,106 min,Yves Saint Laurent,movie,,"Marie-Pierre Huster (scenario), Jalil Lespert (scenario), Jacques Fieschi (scenario), Laurence Benaïm (book), Jérémie Guez (collaborating writer), Yann Apperry (scenario collaborator)",2014,tt2707858,6.2,"9,656",,0.62,0.44,0.51
"Andre Braugher, Nat Hentoff",1 win.,"&pound;11,813",USA,5-Jan-15,David L. Lewis,,"Documentary, Biography, History",English,68,"'Pleasures' profiles legendary jazz critic and civil libertarian Nat Hentoff, whose pioneering career tracks the greatest cultural and political movements of the last 65 years. The film is about an idea as well as a man - the idea of free expression as the defining characteristic of the individual. Hentoff is a pioneering journalist who raised jazz as an art form and was present at the creation of 'alternative' journalism. 'Pleasures' wraps the themes of liberty and identity around a historical narrative that stretches from the Great Depression to the Patriot Act. With a mix of interviews, archival footage and music, it employs a complex non-linear structure to engage the audience in a life of independent ideas and the creation of an enduring voice.",https://ia.media-imdb.com/images/M/MV5BMjI3MjExNDAyN15BMl5BanBnXkFtZTgwNjc5MjE4MjE@._V1_SX300.jpg,First Run Features,,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",25-Jun-14,TRUE,87 min,The Pleasures of Being Out of Step,movie,http://pleasuresthemovie.com/,,2013,tt2312616,7.6,20,,0.76,1,0.68
"Saif Ali Khan, Riteish Deshmukh, Ram Kapoor, Bipasha Basu",5 nominations.,"$129,181 ",India,,Sajid Khan,,Comedy,Hindi,,"A comedy centered around three people who each have a lookalike of a lookalike, all with the same name.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTI3NDcxMV5BMl5BanBnXkFtZTgwMDIyNTE4MTE@._V1_SX300.jpg,FIP,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '1.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",20-Jun-14,TRUE,159 min,Humshakals,movie,http://www.facebook.com/humshakals,"Sajid Khan (story and dialogue), Robin Bhatt (screenplay), Sajid Khan (screenplay), Akarsh Khurana (screenplay), Adhir Bhat (additional dialogue)",2014,tt3036740,1.8,"6,404",,0.18,0,-1
"Melvil Poupaud, Amanda Langlet, Gwenaëlle Simon, Aurelia Nolin",1 nomination.,"$198,126 ",France,18-Nov-14,Éric Rohmer,,"Comedy, Drama, Romance",French,91,"A shy maths graduate takes a holiday in Dinard before starting his first job. He hopes his sort-of girlfriend will join him, but soon strikes up a friendship with another girl working in town. She in turn introduces him to a further young lady who fancies him. Thus the quiet young lad finds he is having to do some tricky juggling in territory new to him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MjUyMDAwOF5BMl5BanBnXkFtZTgwMjM4MTk4MTE@._V1_SX300.jpg,Big World Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",20-Jun-14,TRUE,113 min,A Summer's Tale,movie,http://www.bigworldpictures.org/films/asummerstale/index.html,Éric Rohmer,1996,tt0115940,7.7,"4,736",,0.77,0.98,0.91
"Sid Lucero, Archie Alemania, Angeli Bayani, Mailes Kanapi",9 wins & 16 nominations.,,Philippines,3-Dec-14,Lav Diaz,,"Crime, Drama","Filipino, Tagalog, English",81,An embittered law student commits a brutal double murder; a family man takes the fall and is forced into a harsh prison sentence; a mother and her two children wander the countryside looking for some kind of redemption.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDE5OTMyNDUyMl5BMl5BanBnXkFtZTgwNzg1MTY3MTE@._V1_SX300.jpg,Cinema Guild,,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",11-Mar-14,TRUE,250 min,"Norte, the End of History",movie,http://www.cinemaguild.com/norte,"Rody Vera, Lav Diaz, Rody Vera (story), Michiko Yamamoto (story), Raymond Lee (story)",2013,tt2852432,7.5,"1,364",,0.75,0.91,0.81
"Marcia Gay Harden, Benjamin Hollingsworth, Harry Ford, Luis Guzmán",3 wins & 6 nominations.,,USA,,,,Drama,English,,"This show is based on the award-winning documentary of the same name. This medical drama follows the staff in an extremely busy emergency room as they cope with a staggering amount of patients, which oftentimes outweighs the hospital's resources, resulting in a code black.",https://m.media-amazon.com/images/M/MV5BMTg5NjY2OTk5OF5BMl5BanBnXkFtZTgwODU4NDQwMDI@._V1_SX300.jpg,,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",30-Sep-15,TRUE,42 min,Code Black,series,,Michael Seitzman,2015–,tt4452630,8.1,"8,506",3,0.81,-1,-1
"Jo Mei, Andrew Pang, Teyonah Parris, Lucas Dixon",1 win & 2 nominations.,,USA,,J.P. Chan,,Drama,English,73,"Kyle and Jen, estranged siblings, travel from New York City to rural Pennsylvania to pack up the home of their recently deceased mother. While there, they make a discovery that turns their world upside-down. A Picture of You is a serious movie about life that smashes into a funny movie about death. It's a story about family, loss, secrets, letting go, and starting anew.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNTAwOTUyN15BMl5BanBnXkFtZTgwMDExNTQ5MTE@._V1_SX300.jpg,First Pond Entertainment,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",11-Oct-13,TRUE,83 min,A Picture of You,movie,http://www.apoyfilm.com/,"J.P. Chan (story), J.P. Chan, Jo Mei (story)",2013,tt2351098,6.3,183,,0.63,1,0.73
"Adam Brody, Michael Ealy, Jerry Ferrara, Meagan Good",2 wins & 4 nominations.,,USA,16-Sep-14,Tim Story,,"Comedy, Romance",English,38,"In the highly anticipated sequel, which was inspired by Steve Harvey's best-selling book Act Like a Lady, Think Like a Man, all the couples are back for a wedding in Las Vegas. But plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",https://m.media-amazon.com/images/M/MV5BMjE2NjMxNjU1OF5BMl5BanBnXkFtZTgwMTI1OTgxMTE@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",20-Jun-14,TRUE,106 min,Think Like a Man Too,movie,http://www.sonypictures.com/movies/thinklikeamantoo/,"Keith Merryman (screenplay), David A. Newman (screenplay), Steve Harvey (book)",2014,tt2239832,5.8,"17,852",,0.58,0.23,0.38
"Jesper Christensen, Pernilla August, Ulla Skoog, Björn Granath",3 wins & 6 nominations.,,"Sweden, Norway",20-Oct-14,Jan Troell,,"Biography, Drama",Swedish,60,"Torgny Segerstedt was one of the leading journalists in Sweden in the 20th century. He fought a one man battle against Hitler and the Nazi regime until his death in 1945 and during these tumultuous times his private life was marked by a world in chaos, as he falls in love with his friend's wife while married himself. THE LAST SENTENCE weaves together the story of a psychological love story with a portrayal of the political situation Sweden found itself in during the Second World War. A gripping, dramatic and poetic tale about a man, who could not be silenced.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NzU4NzgxMF5BMl5BanBnXkFtZTgwNjQ4NzIwMjE@._V1_SX300.jpg,Music Box Films,,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",20-Jun-14,TRUE,126 min,The Last Sentence,movie,http://www.musicboxfilms.com/the-last-sentence-movies-61.php,"Kenne Fant (book), Klaus Rifbjerg (screenplay), Jan Troell (screenplay)",2012,tt1590013,6.1,521,,0.61,0.76,0.6
"Nawazuddin Siddiqui, Niharika Singh, Anil George, Zeena Bhatia",3 wins & 6 nominations.,,India,,Ashim Ahluwalia,,"Crime, Drama, Romance",Hindi,52,"A Hindi feature film set in the lower depths of Bombay's ""C"" grade film industry. Miss Lovely follows the devastating story of two brothers who produce sleazy horror films in the mid-1980s.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MTE2MzI0OV5BMl5BanBnXkFtZTgwNzYzMzA5MTE@._V1._CR32.1875,30.622161865234375,1371.9090576171875,1987.8181457519531_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg",Dada Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",20-Jun-14,TRUE,113 min,Miss Lovely,movie,http://www.miss-lovely.com/,"Ashim Ahluwalia (story), Uttam Sirur",2012,tt1629715,6.7,"2,588",,0.67,0.56,0.52
"Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken",4 wins & 2 nominations.,,USA,11-Nov-14,Clint Eastwood,,"Biography, Drama, Music","English, Italian, French",54,"Jersey Boys is a musical biography of the Four Seasons-the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert (though it does include numbers from the popular Four Seasons songbook), Jersey Boys gets to the heart of the relationships at the center of the group-with a special focus on frontman Frankie Valli, the small kid with the big falsetto. In addition to following the quartet's coming of age as performers, the core of the show is how an allegiance to a code of honor learned in the streets of their native New Jersey got them through a multitude of challenges: gambling debts, Mafia threats and family disasters. Jersey Boys is a glimpse at the people behind a sound that has managed to endure for over four decades in the hearts of the public.",https://m.media-amazon.com/images/M/MV5BMjIyMjA2OTM0NF5BMl5BanBnXkFtZTgwMzY2MTI2MTE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",20-Jun-14,TRUE,134 min,Jersey Boys,movie,http://www.facebook.com/JerseyBoysMovie,"Marshall Brickman (screenplay), Rick Elice (screenplay), Marshall Brickman (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons""), Rick Elice (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons"")",2014,tt1742044,6.8,"29,166",,0.68,0.53,0.54
